Result Number;Titolo;Descrizione;Immagine;Data;Link
319;PERSONALE DI MAURO PECORARO;"Mauro Pecoraro: "" C'era una volta Palermo"" the new ecologic popart made in Sicily dal 17/02/2012 al 23/02/2012 Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/mauro_pecoraro_01.png;17-FEB-12;http://www.comune.palermo.it/noticext.php?id=781
320;PERSONALE DI LORENZO BRACCIANTE;"Lorenzo Bracciante: ""Il colore e le incisioni ottocentesche"" - Incisioni del XIX secolo acquarellate - Dal 10/02/2012 AL 16/02/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/lorenzo_bracciante_01.png;10-FEB-12;http://www.comune.palermo.it/noticext.php?id=761
321;PERSONALE DI PITTURA DI IGNAZIO HASSAN;"Ignazio Hassan: ""Carpe Diem"" - personale di pittura dal 27/01/2012 al 02/02/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/ignazio_hassan_01.png;27-GEN-12;http://www.comune.palermo.it/noticext.php?id=754
322;PERSONALE DI ALEX PORTUESI;"ALEX PORTUESI: ""Sens azioni"" - personale di pittura e scultura dal 13/01/2012 al 19/01/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/alessandro_portuesi_01.png;13-GEN-12;http://www.comune.palermo.it/noticext.php?id=745
323;MOSTRA PERSONALE DI PITTURA MARCELLO CASAMIRRA;"Marcello Casamirra - mostra personale di pittura ""Le tele con gli oli di casa"" - dal 16/12/2011 al 22/12/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/marcello_casamirra_01.png;16-DIC-11;http://www.comune.palermo.it/noticext.php?id=799
324;MOSTRA FOTOGRAFICA;"D'Alleo Francesco - mostra fotografica ""La Sicilia nel cuore"" - dal 09/12/2011 al 15/12/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/francesco_dalleo_01.png;09-DIC-11;http://www.comune.palermo.it/noticext.php?id=798
325;MOSTRA PERSONALE DI PITTURA LOREDANA MORTELLARO;"Loredana Mortellaro - mostra personale di pittura ""Dipingendo lo spazio"" - dal 25/11/2011 al 01/12/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/loredana_mortellaro_01.png;25-NOV-11;http://www.comune.palermo.it/noticext.php?id=796
326;MOSTRA PERSONALE DI PITTURA ROSALIA BRUNO;"Rosalia Bruno - mostra personale ""Un corpo in un anima""- dal 19/11/2011 al 24/11/2011 - Galleria di Villa Niscemi (piazza dei Quartieri,2)";http://www.comune.palermo.it/img/news/rosalia_bruno_01.png;19-NOV-11;http://www.comune.palermo.it/noticext.php?id=795
327;MOSTRA DI PITTURA IGNAZIO PENSOVECCHIO;"Ignazio Pensovecchio - mostra di pittura - ""Fantasie di emozioni il melograno mediterraneo"" - dal 12/11/2011 al 17/11/2011 - Galleria di Villa Niscemi (piazza dei Quatieri,2)";http://www.comune.palermo.it/img/news/ignazio_pensovecchio_01.png;12-NOV-11;http://www.comune.palermo.it/noticext.php?id=794
328;MOSTRA PERSONALE DI GIUSI MESSINA;"Giusi Messina: "" Creazioni in patchwork ed altro"" dal 29/06/2012 al 05/07/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/giusy_messina_01.png;29-GIU-12;http://www.comune.palermo.it/noticext.php?id=813
329;PERSONALE DI MARCELLA CROCE;"Marcella Croce: "" Festival del Viaggio"" dal 22/06/2012 al 28/06/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/marcella_croce_01.png;22-GIU-12;http://www.comune.palermo.it/noticext.php?id=812
330;PERSONALE DI PITTURA DI DANIELA VERDUCI;"Daniela Verduci: "" Mare...di colori"" personale di pittura dal 08/06/2012 al 17/06/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/daniela_verduci_01.png;08-GIU-12;http://www.comune.palermo.it/noticext.php?id=810
331;PERSONALE DI MARIKO' LA PICA;"Marikò La Pica: "" Il mondo incantato di Marikò""- mostra personale dal 25/05/2012 al 31/05/2012 - Galleria di Villa Niscemi - (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/mariko_lapica_01.png;25-MAG-12;http://www.comune.palermo.it/noticext.php?id=809
332;PERSONALE DI PITTURA POTESTIO MARIA RITA;"Potestio Maria Rita: "" Emozioni della mia Vita"" personale di pittura dal 18/05/2012 al 24/05/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/maria_rita_potestio_01.png;18-MAG-12;http://www.comune.palermo.it/noticext.php?id=808
333;PERSONALE DI PITTURA GIUSEPPE ATANASIO;"Giuseppe Atanasio: "" La città Il respiro"" personale di pittura dal 27/04/2012 al 17/05/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/giuseppe_attanasio_01.png;27-APR-12;http://www.comune.palermo.it/noticext.php?id=807
334;PERSONALE DI PATRIZIA CAMPANELLA;"Patrizia Campanella: "" Urban Sights"" dal 20/04/2012 al 26/04/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/patrizia_campanella_01.png;20-APR-12;http://www.comune.palermo.it/noticext.php?id=806
335;COLLETTIVA U.C.A.I.;U.C.A.I. Mostra d'Arte Collettiva dal 13/04/2012 al 19/04/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/collettiva_ucai_01.png;13-APR-12;http://www.comune.palermo.it/noticext.php?id=805
336;MOSTRA DI MAURIZIO BARRACO;"Maurizio Barraco: "" La Costruzione di un Corpo"" - Progetto di Arte Multimediale - Video Art- Fotografia Digitale - Digital Art - Pittura - Poesia dal 30/03/2012 al 05/04/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/maurizio_barraco_01.png;30-MAR-12;http://www.comune.palermo.it/noticext.php?id=804
337;PERSONALE DI PITTURA DI ANTONELLA REALE;"Antonella Reale: "" Riflessi Paralleli"" personale di pittura - dal 23/03/2012 al 29/03/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri,2).";http://www.comune.palermo.it/img/news/antonella_reale_01.png;23-MAR-12;http://www.comune.palermo.it/noticext.php?id=802
338;MOSTRA PERSONALE VINCENZO FURCERI;Vincenzo Furceri - Mostra personale dal 02/11/2012 al 08/11/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/vincenzo_furceri_01.png;02-NOV-12;http://www.comune.palermo.it/noticext.php?id=763
339;ASSOCIAZIONE A.E.C.;"Associazione A.E.C. "" Concorso di pittura e fotografia"" dal 26/10/2012 al 31/10/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/associazione_aec_01.png;26-OTT-12;http://www.comune.palermo.it/noticext.php?id=759
340;PERSONALE DI PITTURA LUCILLA D'AMORE;LUCILLA D'AMORE - Oltre il visibile - personale di pittura, dal 19 al 25 ottobre 2012. Galleria di Villa Niscemi (Piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/lucilla_damore_01.jpg;19-OTT-12;http://www.comune.palermo.it/noticext.php?id=252
341;PERSONALE DI PITTURA DE GREGORIO;CAMILLO DE GREGORIO - Personale di pittura - Dal 12 al 18 Ottobre 2012 presso la Galleria di Villa Niscemi (Piazza dei Quartieri, 2);http://www.comune.palermo.it/img/news/camillo_degregorio_01.jpg;12-OTT-12;http://www.comune.palermo.it/noticext.php?id=253
342;MOSTRA DI ARTIGIANATO;"Mostra di artigianato al femminile a cura dell'associazione - ""DONNE DI SICILIA"" dal 05/10/2012 al 11/10/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/spitalieri_01.jpg;05-OTT-12;http://www.comune.palermo.it/noticext.php?id=255
343;PERSONALE DI FOTOGRAFIA GIANGUIDO D'AMORE;GIANGUIDO D'AMORE - Personale di fotografia - Architetture urbane: la forma e l'immaginario. Galleria di Villa Niscemi (Piazza dei Quartieri, 2).;http://www.comune.palermo.it/img/news/gianguido_damore_01.jpg;28-SET-12;http://www.comune.palermo.it/noticext.php?id=254
344;PERSONALE DI ANGELA TRIPPA;Angela Trippa : Mostra personale - dal 21/09/2012 al 27/09/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri 2).;http://www.comune.palermo.it/img/news/angela_trippa_01.png;21-SET-12;http://www.comune.palermo.it/noticext.php?id=755
345;PERSONALE DI FOTOGRAFIA VITO GUARNERI;"Vito Guarneri - "" oohnirica palermo"" Associazione IMAGO - personale di fotografie dal 14/09/2012 al 20/09/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri 2)";http://www.comune.palermo.it/img/news/vito_guarneri_01.png;14-SET-12;http://www.comune.palermo.it/noticext.php?id=751
346;PERSONALE DI SCULTURA SALVATORE ALAMIA;"Alamia Salvatore: "" 12.800 lattine per creare sculture!""- personale di scultura dall'07/09/2012 al 13/09/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2)";http://www.comune.palermo.it/img/news/salvatore_alamia_01.png;07-SET-12;http://www.comune.palermo.it/noticext.php?id=748
347;MOSTRA COLLETTIVA;"Mialò-art Ass.ne Artistica:"" Percorsi d'Arte"" mostra collettiva degli allievi del corso di disegno e pittura dal 13/07/2012 al 26/07/2012 - Galleria di Villa Niscemi (Piazza dei Quartieri, 2).";http://www.comune.palermo.it/img/news/mialoart_associazione_01.png;13-LUG-12;http://www.comune.palermo.it/noticext.php?id=814
